date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:00:26	77147/77147	---M--	200	added ('OK')	image/jpeg	date:Fri,%2016%20Feb%202024%2008:08:12%20GMT	https://kits1.themescamp.com/archo/wp-content/uploads/sites/2/2022/11/404.jpg	C:/My%20Web%20Sites/hotels/kits1.themescamp.com/archo/wp-content/uploads/sites/2/2022/11/404.jpg	(from https://kits1.themescamp.com/archo/)
08:00:26	122610/122610	---M--	200	added ('OK')	image/jpeg	date:Fri,%2016%20Feb%202024%2008:08:12%20GMT	https://kits1.themescamp.com/archo/wp-content/uploads/sites/2/2022/11/faq.jpg	C:/My%20Web%20Sites/hotels/kits1.themescamp.com/archo/wp-content/uploads/sites/2/2022/11/faq.jpg	(from https://kits1.themescamp.com/archo/)
08:00:26	87249/87249	---MCZ	200	added ('OK')	text/html	date:Mon,%2010%20Mar%202025%2004:59:25%20GMT	https://kits1.themescamp.com/archo/404-2/	C:/My%20Web%20Sites/hotels/kits1.themescamp.com/archo/404-2/index.html	(from https://kits1.themescamp.com/archo/)
08:00:26	87207/87207	---MCZ	200	added ('OK')	text/html	date:Mon,%2010%20Mar%202025%2004:59:25%20GMT	https://kits1.themescamp.com/archo/minimal/	C:/My%20Web%20Sites/hotels/kits1.themescamp.com/archo/minimal/index.html	(from https://kits1.themescamp.com/archo/)
08:00:28	172800/172800	---M--	200	added ('OK')	image/jpeg	date:Fri,%2016%20Feb%202024%2008:08:12%20GMT	https://kits1.themescamp.com/archo/wp-content/uploads/sites/2/2022/11/blog.jpg	C:/My%20Web%20Sites/hotels/kits1.themescamp.com/archo/wp-content/uploads/sites/2/2022/11/blog.jpg	(from https://kits1.themescamp.com/archo/)
08:00:28	92763/92763	---MCZ	200	added ('OK')	text/html	date:Mon,%2010%20Mar%202025%2004:59:27%20GMT	https://kits1.themescamp.com/archo/template-kit/archo-projects/	C:/My%20Web%20Sites/hotels/kits1.themescamp.com/archo/template-kit/archo-projects/index.html	(from https://kits1.themescamp.com/archo/)
08:00:28	105968/105968	---MCZ	200	added ('OK')	text/html	date:Mon,%2010%20Mar%202025%2004:59:27%20GMT	https://kits1.themescamp.com/archo/template-kit/archo-project-detail/	C:/My%20Web%20Sites/hotels/kits1.themescamp.com/archo/template-kit/archo-project-detail/index.html	(from https://kits1.themescamp.com/archo/)
08:00:28	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2010%20Mar%202025%2004:59:27%20GMT	https://kits1.themescamp.com/archo/?envato_tk_templates=header-01	C:/My%20Web%20Sites/hotels/kits1.themescamp.com/archo/index4641.html	(from https://kits1.themescamp.com/archo/)
08:00:28	158078/158078	---M--	200	added ('OK')	image/jpeg	date:Fri,%2016%20Feb%202024%2008:08:12%20GMT	https://kits1.themescamp.com/archo/wp-content/uploads/sites/2/2022/11/post.jpg	C:/My%20Web%20Sites/hotels/kits1.themescamp.com/archo/wp-content/uploads/sites/2/2022/11/post.jpg	(from https://kits1.themescamp.com/archo/)
08:00:28	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2010%20Mar%202025%2004:59:28%20GMT	https://kits1.themescamp.com/archo/?envato_tk_templates=about-01	C:/My%20Web%20Sites/hotels/kits1.themescamp.com/archo/index1d6a.html	(from https://kits1.themescamp.com/archo/)
08:00:29	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2010%20Mar%202025%2004:59:28%20GMT	https://kits1.themescamp.com/archo/?envato_tk_templates=portfolio-01	C:/My%20Web%20Sites/hotels/kits1.themescamp.com/archo/index9269.html	(from https://kits1.themescamp.com/archo/)
08:00:29	161313/161313	---M--	200	added ('OK')	image/jpeg	date:Fri,%2016%20Feb%202024%2008:08:12%20GMT	https://kits1.themescamp.com/archo/wp-content/uploads/sites/2/2022/11/team.jpg	C:/My%20Web%20Sites/hotels/kits1.themescamp.com/archo/wp-content/uploads/sites/2/2022/11/team.jpg	(from https://kits1.themescamp.com/archo/)
08:00:29	91145/91145	---MCZ	200	added ('OK')	text/html	date:Mon,%2010%20Mar%202025%2004:59:29%20GMT	https://kits1.themescamp.com/archo/template-kit/archo-team-block/	C:/My%20Web%20Sites/hotels/kits1.themescamp.com/archo/template-kit/archo-team-block/index.html	(from https://kits1.themescamp.com/archo/)
08:00:29	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2010%20Mar%202025%2004:59:29%20GMT	https://kits1.themescamp.com/archo/?envato_tk_templates=testimonial-01	C:/My%20Web%20Sites/hotels/kits1.themescamp.com/archo/index1d6c.html	(from https://kits1.themescamp.com/archo/)
08:00:30	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2010%20Mar%202025%2004:59:29%20GMT	https://kits1.themescamp.com/archo/?envato_tk_templates=testimonial-02	C:/My%20Web%20Sites/hotels/kits1.themescamp.com/archo/indexd88a.html	(from https://kits1.themescamp.com/archo/)
08:00:30	127779/127779	---M--	200	added ('OK')	image/jpeg	date:Fri,%2016%20Feb%202024%2008:08:12%20GMT	https://kits1.themescamp.com/archo/wp-content/uploads/sites/2/2022/11/pricing.jpg	C:/My%20Web%20Sites/hotels/kits1.themescamp.com/archo/wp-content/uploads/sites/2/2022/11/pricing.jpg	(from https://kits1.themescamp.com/archo/)
08:00:30	149691/149691	---M--	200	added ('OK')	image/jpeg	date:Fri,%2016%20Feb%202024%2008:08:12%20GMT	https://kits1.themescamp.com/archo/wp-content/uploads/sites/2/2023/05/c1.jpg	C:/My%20Web%20Sites/hotels/kits1.themescamp.com/archo/wp-content/uploads/sites/2/2023/05/c1.jpg	(from https://kits1.themescamp.com/archo/)
08:00:30	9929/9929	---MCZ	200	added ('OK')	text/css	date:Fri,%2021%20Jun%202024%2009:04:58%20GMT	https://kits1.themescamp.com/archo/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css	C:/My%20Web%20Sites/hotels/kits1.themescamp.com/archo/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css	(from https://kits1.themescamp.com/archo/)
08:00:30	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2010%20Mar%202025%2004:59:30%20GMT	https://kits1.themescamp.com/archo/?envato_tk_templates=stats	C:/My%20Web%20Sites/hotels/kits1.themescamp.com/archo/index6683.html	(from https://kits1.themescamp.com/archo/)
